id,name,neighbourhood,room_type
31419784,Private Unit with Bathroom (Long Term),Milpitas,Entire home/apt
31475437,Gorgeous upgraded modern house,San Jose,Entire home/apt
31478959,"""Hidden Gem"" on University Ave downtown Palo Alto.",Palo Alto,Entire home/apt
31594034,Spacious Master Suite w Ensuite Bathroom,San Jose,Private room
31619171,Clean quiet private master bedroom for students,San Jose,Private room
31621917,Cozy private room with bath in a Cupertino,Cupertino,Private room
31693897,Quiet & Cozy Private Room in Foothill San Jose,Unincorporated Areas,Private room
31840742,"888 New Luxury Apt Saratoga, Cupertino, Sunnyvale",San Jose,Entire home/apt
31855049,M-Cozy & Central home in Milpitas,Milpitas,Entire home/apt
31885387,Cozy Mountain View Guest Suite,Mountain View,Entire home/apt
31926291,1400sqft 2bd/2ba Santa Clara/SJC Corporate Housing,San Jose,Entire home/apt
31951801,"Farm Stay at The Nest Box, a Small BioDiverse Farm",Unincorporated Areas,Entire home/apt
31960315,Tiny Manor 1.2 miles from Convention Center.,San Jose,Entire home/apt
31991197,Eclectic Elegant Quiet House (R#3),Sunnyvale,Private room
31993777,Studio Apartment with Kitchenette Alcove,Palo Alto,Entire home/apt
32012514,Relax in a Quaint Private and Cozy Guest House,San Jose,Entire home/apt
32047399,PSD: Stunning & Modern Luxury in Cupertino,Cupertino,Entire home/apt
32049866,Luxury stay near Santana Row for vacation/business,San Jose,Entire home/apt
32064456,Corporate housing in great area,Palo Alto,Entire home/apt
32084161,888 Luxury 2 Bed 2 Bath Apt /Saratoga,San Jose,Entire home/apt
32091654,"SJB2 - Private Home San Jose, 5mi. fr/ SJ Airport",Unincorporated Areas,Entire home/apt
32148431,Cozy Private Room in Mt View ! Clean & Safe,Mountain View,Private room
32166578,Cozy Warm Room • DWTN Palo Alto • walk to Stanford,Palo Alto,Private room
32183236,"Beautiful  x-large room, full bath near SJ airport",San Jose,Private room
32193487,Little Saigon #1 (Private room & Private bath),San Jose,Private room
32223600,Little Saigon #2 (Private room & SHARE BATH),San Jose,Private room
32224161,Little Saigon #3 (Private room & SHARE BATH),San Jose,Private room
32252821,Blossom Hill Los Gatos Private  Warm Apartment,Los Gatos,Entire home/apt
32288724,Heart of Little Saigon with 4 private parkings,San Jose,Entire home/apt
32291325,Apt Rental in the heart of Bay Area,San Jose,Entire home/apt
32295933,Eclectic Elegant Quiet House (R#2),Sunnyvale,Private room
32380191,"Studio 875,  beautiful design, private & serene",Palo Alto,Entire home/apt
32449434,Beautiful Room @Stanford/Tech - AC/Bikes,Palo Alto,Private room
32501289,Charming Entire Los Gatos Saratoga House,Monte Sereno,Entire home/apt
32554851,Lovely Stay in Sunnyvale,Sunnyvale,Entire home/apt
32615216,Evergreen Valley Hillside retreat,Unincorporated Areas,Entire home/apt
32737750,Casa Blanca - Mediterranean inspired Serene and Minimal Abode,Milpitas,Entire home/apt
32836621,Deluxe King Room (1),San Jose,Private room
32872147,"465 #B Stanford  1bedroom/1bath,Paly &park,,hardwd",Palo Alto,Private room
32875043,Deluxe Double Room with Two Double Beds (1),San Jose,Private room
32875927,Double Room with Private Bathroom (1),San Jose,Private room
32891951,Private Suite | Free Parking| Super Fast Internet,Unincorporated Areas,Entire home/apt
32896980,Modern 6/4 Downtown Deluxe,San Jose,Entire home/apt
32917269,spacious and enjoyable and private space,Cupertino,Private room
32984252,Apartment above the valley.,Unincorporated Areas,Entire home/apt
32984377,Newly constructed nice Palo Alto guest unit,Palo Alto,Entire home/apt
32993090,"465#A,1bedrm/1bth,yard,Stanford,park,market",Palo Alto,Entire home/apt
32995242,An oasis of tranquility!,San Jose,Entire home/apt
33098236,Santana Row Properties #1 - Silicon Valley Getaway,San Jose,Entire home/apt
33138264,Master Suite w/ Private Entry & Attached Lux Bath,San Jose,Private room
33198549,Serene Santa Teresa home. 4 Room + Loft Sleep Area,San Jose,Entire home/apt
33198970,"Charming, Spacious & Cozy Downtown Gem ~ Queen Bed",San Jose,Entire home/apt
33247746,Hostel 17,San Jose,Private room
33252610,"Fairy Hill Suite Los Gatos,Saratoga,Cupertino",Monte Sereno,Entire home/apt
33271915,Magical Tree House,Unincorporated Areas,Entire home/apt
33279514,Gated 1BR Condo! AC+Parking+W/D near Santana Row,San Jose,Entire home/apt
33290127,Cupertino area private room sleeps 2,San Jose,Private room
33290555,Willow Glen SJ Open  Floor Plan  2 Bd 1 Bth Duplex,San Jose,Entire home/apt
33294833,Charming Craftsman in Downtown SJ,San Jose,Entire home/apt
33365161,"Blueground | DT Mountain, gym, pool, parking, w/d",Mountain View,Entire home/apt
33392679,"❤️of Downtown San Jose, Modern 4B/3B, freeparking",San Jose,Entire home/apt
33392991,Private bedroom in new townhome in Silicon Valley,Milpitas,Private room
33407024,Sweet Room in San Jose,San Jose,Private room
33426764,Spacious Private Bed/Bath @ heart of SiliconValley,San Jose,Private room
33426806,"Unit A: 3 Bedrooms (1 King, 1 Queen, 2 Full Beds)",San Jose,Entire home/apt
33433803,M&J@ Renovated 3B2B 1G/AC/Gogle/Levi’s Staduim,Sunnyvale,Entire home/apt
33437231,Private Rm #1 In Renovated Silicon Valley Bungalow,Unincorporated Areas,Private room
33456904,"❤️of Downtown San Jose, Cozy 2B/2B,  Freeparking",San Jose,Entire home/apt
33494397,Hilltop  Guest Room 3  for female,San Jose,Private room
33526368,The Perfect Stay in Los Gatos,Los Gatos,Private room
33545563,Monthly Beautiful Private 1Bed + 1Bath + WiFi,San Jose,Private room
33578503,"Ideal for travel nurse, intern, temp/transitional",Sunnyvale,Private room
33616167,Beautiful private guesthouse upscale neighborhood,San Jose,Entire home/apt
33618422,Private Bedroom in Downtown San Jose - Room 1,San Jose,Private room
33618908,Private Bedroom In Downtown San Jose- Room 2,San Jose,Private room
33633274,755C nearJapantown 2BR units downtown San Jose,San Jose,Entire home/apt
33641924,755A Cozy 2BR Downtown San Jose close to JapanTown,San Jose,Entire home/apt
33644935,Executive Cottage | Santa Clara | Quiet & Private,Santa Clara,Entire home/apt
33717214,Comfortable Suite with Kitchen,Sunnyvale,Entire home/apt
33721097,Private Master Bedroom In Downtown San Jose-Room 3,San Jose,Private room
33721440,Private Master Bedroom in Downtown San Jose-Room A,San Jose,Private room
33721615,Private Bedroom in Downtown San Jose - Room B,San Jose,Private room
33721866,Private Bedroom in Downtown San Jose - Room C,San Jose,Private room
33722059,Private Tiny Bedroom in Downtown San Jose - Room D,San Jose,Private room
33723052,"Large suite, shared bath, separate entrance, A/C",Palo Alto,Entire home/apt
33770021,2B1B Cozy unit in downtown San Jose,San Jose,Entire home/apt
33772874,Amazing for Silicon Valley business/small families,Los Gatos,Private room
33776618,Silicon Valley Palo Alto |Stanford |Prime Location,Palo Alto,Private room
33780796,Private Bedroom in Downtown San Jose - Room 4,San Jose,Private room
33807815,My blessed home!,Santa Clara,Private room
33809493,Mountain Gem - Extra sanitizing,Unincorporated Areas,Entire home/apt
33861086,Master Bedroom with private bath & walk-in closet,Sunnyvale,Private room
33907678,Furnished private room in cupertino!,Cupertino,Private room
33909013,Private 995sqft 1 bd apt San Jose valley view,San Jose,Entire home/apt
33942802,Private room in SUNNYVALE,Sunnyvale,Private room
33966226,Cool Private room with shared bath  in Cupertino,Cupertino,Private room
33970666,FOA1: 3/2.5 New Construction Ideal Mt View Locale,Mountain View,Entire home/apt
33985367,"Blueground | Downtown Mountain View, pool, gym",Mountain View,Entire home/apt
34094975,Ideal Silicon Valley Business/small family travel,Los Gatos,Private room
34095612,Next to Santana Row + Valley Fair | 6min drive SJC,San Jose,Entire home/apt
34096516,Peaceful suburbs/SiliconValley: travel & families,Los Gatos,Private room
34096826,Walk to Santana Row + Valley Fair | 6min drive SJC,San Jose,Entire home/apt
34152292,Modern Oasis with pool and juccuzie,San Jose,Private room
34156479,Master Bedroom with new bathroom in Sunnyvale,Sunnyvale,Private room
34236556,Eclectic Elegant Quiet House (R#1),Sunnyvale,Private room
34312261,Hilltop Guest Room 1 for female,San Jose,Private room
34314626,Modern private cottage in PaloAlto near Stanford,Palo Alto,Entire home/apt
34348767,*Master Suite private Bath NearGreat Mall Milpitas,Milpitas,Private room
34378267,"Blueground | DT Mountain View, pool & gym",Mountain View,Entire home/apt
34393989,San Jose Condo 2 Bdrm/1 Bath - Entire Unit,San Jose,Entire home/apt
34394601,MSP2: Remodeled Executive 4 bd/3 ba Home,San Jose,Entire home/apt
34395844,Private master room/bathroom with private entrance,San Jose,Private room
34396537,Separate entrance large studio with free parking,Milpitas,Entire home/apt
34418850,Furnished in Foothills 1,San Jose,Private room
34419358,Furnished in Foothills 2,San Jose,Private room
34419364,Furnished in Foothills 3,Unincorporated Areas,Private room
34421033,★Beautiful Private Suite★Remodeled★ Sunnyvale,Sunnyvale,Entire home/apt
34428873,Private Rm #3 in Renovated Silicon Valley Bungalow,Unincorporated Areas,Private room
34441693,A Luxurious Guest House on Top of the World,San Jose,Entire home/apt
34451077,** 4BR House in the heart of Palo Alto **,Palo Alto,Entire home/apt
34451435,One bedroom studio with separate entrance,San Jose,Private room
34452300,*** 5BR House in the heart of Palo Alto ***,Palo Alto,Entire home/apt
34477219,Tranquil Oasis Awaits,Campbell,Entire home/apt
34478945,!! Spacious 1 Bedroom in the heart of Palo Alto !!,Palo Alto,Entire home/apt
34517645,Large 2 BR/1 Bath with private laundry,San Jose,Entire home/apt
34542583,Santana Row Properties #3 - Silicon Valley Getaway,San Jose,Entire home/apt
34573900,Newly remodeled,Santa Clara,Private room
34601385,MSP12: 2 Lovely Homes Right Next to Each Other,San Jose,Entire home/apt
34680995,Santa Clara Room near Marriott & Convention Center,Santa Clara,Private room
34695074,Remodeled spacious 2Bdr/2Bath King beds w/backyard,San Jose,Entire home/apt
34722918,"Luxury 2BR/1BA, Willow Glen, SJ, Best Place",San Jose,Entire home/apt
34788788,⭐Luxurious Stunning Resort House Silicon Valley⭐,Cupertino,Entire home/apt
34839806,"HAPPY Large Room @ Stanford, High Tech - Bikes",Palo Alto,Private room
34845290,"Brand New Airstream
Comfy Sanitary Great Location",Sunnyvale,Entire home/apt
34862314,Centrally located- Dedicated sleep & work spaces.,Mountain View,Entire home/apt
34873340,high speed Wi-Fi San Jose home#7,Unincorporated Areas,Private room
34894093,W San Jose newly renovated 2BR/2BA in a cul-de-sac,San Jose,Entire home/apt
34895560,New Spacious Studio in Great Location,San Jose,Entire home/apt
34902809,Morgan Hill Quiet Room with views.,Morgan Hill,Private room
34904615,Cozy English Cottage in Downtown San Jose,San Jose,Entire home/apt
34905205,Fat Squirrel Cottage in downtown San Jose,San Jose,Entire home/apt
34909364,Private bedroom in Central San Jose-s,San Jose,Private room
34925528,Sunny Studio at Wipitamshe House Apartment #4,San Jose,Entire home/apt
34944399,Large Sunny Master Bedroom in Luxury House,San Jose,Private room
34945940,Cozy Private Bedroom Near Apple HQ,Santa Clara,Private room
34978595,Santana Row Condo in the Heart of Silicon Valley!,San Jose,Entire home/apt
35044781,1 Cozy Guest house in the Los Gatos suburbs!,Los Gatos,Entire home/apt
35122755,"Beautiful one bedroom in Cupertino, Bay Area",Cupertino,Entire home/apt
35158725,🏡 MODERN GEM | BEAUTIFUL GOLF-COURSE VIEW,San Jose,Entire home/apt
35185847,Modern Designer Home/ Palo Alto Weekly Promotion,Palo Alto,Entire home/apt
35190443,Promotion!  New Cottage! with Kitchenette/Patio!,Cupertino,Entire home/apt
35228111,Yurt in the woods!,Los Gatos,Private room
35229034,# Downtown Quiet Standalone Cottage Private Garden,Mountain View,Entire home/apt
35229133,".Downtown Quiet Bright Cozy, Private Bath Option",Mountain View,Private room
35256768,Standalone Tiny House in Palo Alto,Palo Alto,Entire home/apt
35267541,Skidaemon's home (Cabana),Sunnyvale,Entire home/apt
35281526,"Private, stylish, clean detached studio",San Jose,Entire home/apt
35350172,Room with private entry,San Jose,Private room
35381391,Private Entry Studio+Washer/Dryer,Sunnyvale,Private room
35414171,"*Private, Modern, 1 Bedroom Apt in Silicon Valley*",San Jose,Entire home/apt
35424733,"Unit B: 2 Bedrooms (1 Queen, 2 Full Beds)",San Jose,Entire home/apt
35425218,"Room #6: One Queen Bed, Ensuite Bathroom",San Jose,Private room
35425318,"Room #5:  Two Double Beds, Ensuite Bathroom",San Jose,Private room
35468989,Guest Suite with Private Entry,Santa Clara,Entire home/apt
35516070,Quaint peaceful room with  private bathroom,San Jose,Private room
35549189,Cozy room with private bathroom and entrance.,San Jose,Private room
35576983,",Downtown Spacious Bright High Ceiling BR",Mountain View,Private room
35642530,"Stylish & Modern 3B/2Ba Home, w/Spacious Outdoor",San Jose,Entire home/apt
35650493,cozy home close to Apple Park in bay area,Santa Clara,Private room
35679296,"Quaint home with friendly dogs, & peaceful",Cupertino,Private room
35706785,Modern Dream,San Jose,Entire home/apt
35741613,"Private Studio Apt ""west Valley"" Cozy Safe Stay",San Jose,Entire home/apt
35742821,"2nd Story Studio /Cozy Safe Stay ""Silicon Valley""",San Jose,Entire home/apt
35746806,Luxurious Private Suite in Heart of Silicon Valley,Sunnyvale,Entire home/apt
35759232,888 NewLuxuryApt HomeCupertino/Saratoga/Sunnyvale7,San Jose,Entire home/apt
35760142,888 New Luxury apt Sunnyvale/Cupertino/Saratoga3,San Jose,Entire home/apt
35799532,(2) Private and clean aprtment in Cupertino,Cupertino,Entire home/apt
35837516,Studio with kitchen and private entrance,San Jose,Entire home/apt
35841455,Adorable 3BD/2BTH Home with Private Garden,San Jose,Entire home/apt
35842570,Charming 2BR/2BA Home with Private Garden,San Jose,Entire home/apt
35853815,888New LuxuryApt HomeCupertino/Saratoga/Sunnyvale9,San Jose,Entire home/apt
35861538,"Cozy Room with ""Private"" Entrance, quiet neighbhd",Palo Alto,Entire home/apt
35869928,4-bedroom residential home with pool and jacuzzi.,San Jose,Entire home/apt
35918514,"Comfortable and Spacious Remodeled Home, San Jose",Unincorporated Areas,Entire home/apt
35941390,"Silicon Valley / Mountain View, Deluxe King Room",Mountain View,Private room
35942166,Silicon Valley / Mountain View Executive King Room,Mountain View,Private room
35944181,Small but not the smallest world in San Jose.,San Jose,Private room
35966524,The Parlor Room-Cozy Queen bedroom w lock downtown,San Jose,Private room
36005461,"Orchard Garden House, Master Bedroom with Bathroom",Sunnyvale,Private room
36014937,#2152-20-Quiet BR | 2 Beds | Private Bath and TV,Santa Clara,Private room
36016848,#2152-18-Private Room/New/TV/Workspace/Near Apple,Santa Clara,Private room
36042715,"Orchard Garden House, Bedroom #3",Sunnyvale,Private room
36043447,"Orchard Garden House, Bedroom #2",Sunnyvale,Private room
36043902,"Orchard Garden House, Bedroom #1",Sunnyvale,Private room
36077216,"Convenient, comfortable bed and bath in Sunnyvale!",Sunnyvale,Private room
36081949,Central Silicon Valley Location,Milpitas,Private room
36112538,"Jun 6 - Aug 7 Willow Glen, SJ, by SF train",San Jose,Entire home/apt
36152142,"Convinent,spacious, private Studio  Apartment,SJ",San Jose,Entire home/apt
36197236,Nice basement studio close to downtown San Jose,San Jose,Entire home/apt
36204722,"Quaint Room
3C",Santa Clara,Private room
36211479,Nice Size Room 2B,Santa Clara,Private room
36323288,Self check-in Master bedroom in San Jose,San Jose,Private room
36351557,"Beautiful, Private, Guest House in Los Gatos",Monte Sereno,Entire home/apt
36390106,Beautiful home in prime Mt View,Mountain View,Entire home/apt
36397205,Private Entrance - Green Suite,Unincorporated Areas,Private room
36512121,.Downtown Spacious Private Bath Option Organic Bed,Mountain View,Private room
36523602,Cozy Berryessa Family Living,San Jose,Private room
36523693,Cozy Gem downtown Palo Alto/Stanford,Palo Alto,Entire home/apt
36590760,"Suite #2, priv. entrance, near Kaiser/Apple/Googl!",San Jose,Private room
36591781,Charming Peaceful New Studio in Mtn View,Mountain View,Entire home/apt
36689412,Stanford 斯坦福 Palo Alto别墅客房中文房东silicons Valley 安全社区,Palo Alto,Private room
36698542,10252 | Spacious Studio | Convention Center,San Jose,Entire home/apt
36702661,Casual luxury in the heart of Silicon Valley,Los Altos,Entire home/apt
36704733,"Perfectly private, for a relaxing stay.",San Jose,Entire home/apt
36767557,"New, 1bed-1bath Spacious Bungalow | private yard",San Jose,Private room
36803761,Comfy Room~10 min to G00gle 5 min to Apple,Sunnyvale,Private room
36807810,"Private suite & entrance, near Apple",Cupertino,Entire home/apt
36848493,San Jose Private Suite/Bathroom,San Jose,Private room
36852936,"Brand New 1B/1B with Kitchen, Wi-Fi, Laundry, A/C",Sunnyvale,Entire home/apt
36910538,"Bright, Quiet, Comfy 1BR Cottage in Mountain View",Mountain View,Entire home/apt
36926155,"New, 1bed-1bath Cozy Bungalow | private yard/bath",San Jose,Private room
36940704,"Rm #3, Walk to Apple's Cupertino HQ & Kaiser Hosp",Sunnyvale,Private room
36944584,Mordern bedroom， near Apple， Park。干净，卫生，欢迎长租,San Jose,Private room
37013140,New 2bed Bungalow | 2 FULL Private Bathrooms,San Jose,Entire home/apt
37018237,Secluded cottage next to Stanford U,Palo Alto,Entire home/apt
37126226,"2 BDRM house near popular Santana Row San Jose, CA",San Jose,Entire home/apt
37206052,2BR-1Bath Entire House in San Jose,San Jose,Entire home/apt
37211595,Private Studio +bathroom,San Jose,Entire home/apt
37220047,SmartSpice  Lewis,Santa Clara,Entire home/apt
37250573,Jivaro Lewis #8,Santa Clara,Entire home/apt
37251792,Views on the Hill (Studio Suite),Unincorporated Areas,Entire home/apt
37341048,Dazzling Home 💛 Near Tech Companies and SC Univ,Santa Clara,Entire home/apt
37341544,"Private Guest Suite + Full Kitchen, 3 BD, Near SJC",Unincorporated Areas,Entire home/apt
37390092,Spacious & Clean 2BR |Full Kitchen |Near Hospitals,Mountain View,Entire home/apt
37406983,"888 New Remodel Saratoga, Cupertino, Sunnyvale 10",San Jose,Entire home/apt
37420106,Gorgeous Tech/Standford Home - Bikes,Palo Alto,Private room
37421607,Charming Room near Stanford/Tesla/High Tech-Bikes,Palo Alto,Private room
37437391,A Special Place - in the heart of Palo Alto!,Palo Alto,Entire home/apt
37457968,Santa Clara Lovely House Room # 2 master suite,Santa Clara,Private room
37459070,Santa Clara Lovely House Room # 3,Santa Clara,Private room
37459211,Santa Clara Lovely House Room # 4,Santa Clara,Private room
37459324,Santa Clara Lovely House Room # 5,Santa Clara,Private room
37459512,Santa Clara Lovely House Room # 6,Santa Clara,Private room
37459605,.Downtown Quiet Bright Clean Cozy Private BR_,Mountain View,Private room
37535547,"Modern,  private room & bath near Levi's Stadium",Santa Clara,Private room
37572338,Les Privilégiés,Mountain View,Entire home/apt
37716931,Entire Unit (3BD/1BR) N San Jose w/ free parking,San Jose,Entire home/apt
37719582,2 bd/1ba attached house N San Jose w/ free parking,San Jose,Entire home/apt
37799164,"Hotel Zico, Double Queen Room, Cheerful & funky",Mountain View,Private room
37799261,"Hotel Zico, King Room, Cheerful & funky",Mountain View,Private room
37859257,Private spacious suite in Mountain View,Mountain View,Entire home/apt
37883212,JANE'S HOME (R0) | Priv Entry Priv Santana Row,San Jose,Private room
37884876,Comfortable  and big private  Bedroom #1,San Jose,Private room
37885173,Very Nice and private  Bedroom #2,San Jose,Private room
37885499,Master bedroom #3 with private bathroom,San Jose,Private room
37959716,Sip and Savor in Saratoga,Saratoga,Entire home/apt
37991181,Cosy Room~10min to G00gle 5 min to Apple,Sunnyvale,Private room
38003280,Cozy room in north San Jose in quiet neighborhood,San Jose,Private room
38044820,Large Room with Private Bath -- 10 min to G00gle,Sunnyvale,Private room
38048032,Comfortable private room in a house near Stanford,Palo Alto,Private room
38049008,A private room in a quiet Santa Clara home,Santa Clara,Private room
38062934,Montalvo Manor - Guest Suite,Saratoga,Entire home/apt
38074360,GuestRoom Morgan Hill Estate Discount for longterm,Morgan Hill,Private room
38091349,Cozy QueenBed & PrivateBathroom  Walk to AppleLoop,Cupertino,Private room
38103510,Lovely Guest Room | Peaceful & Fantastic Views,San Jose,Private room
38186943,The Aloha Room,Unincorporated Areas,Private room
38188785,Gated Community Guest Suite with Private Entrance,San Jose,Entire home/apt
38192028,"Quiet, comfortable shared living room with bedding",San Jose,Shared room
38213605,Beautiful Patio Room near Santana Row,San Jose,Private room
38214678,Safe/parking/ex. Location/hottub/Los Gatos/,San Jose,Private room
38237289,"Private room, Queen bed, Parking, Kitchen",San Jose,Private room
38239176,Artist Quarters,Monte Sereno,Entire home/apt
38300472,Sunnyvale House With King Bed/AC/Fast Wi-Fi,Sunnyvale,Entire home/apt
38302811,San Jose Ranch House Safe/AC/Fast Wi-Fi,San Jose,Entire home/apt
38302901,Cozy private room / Berryessa North San Jose,San Jose,Private room
38353095,Studio with kitchen. Private Entrance self Checkin,San Jose,Private room
38456832,"1001 downtown, 3bedrm/2bath,hardwood,full kitchen",Palo Alto,Entire home/apt
38495541,"Mis Bee-Hav'Inn                  
 Los Gatos!",Los Gatos,Entire home/apt
38500193,"Blueground | Garden Alameda, gym, pool",San Jose,Entire home/apt
38640293,Private Room & Bath in Silicon Valley,Morgan Hill,Private room
38646011,Deluxe Room with Queen bed and desk,San Jose,Private room
38673971,Thrive here!,Campbell,Private room
38729299,Private Room - 2 / Parking / near Apple,Santa Clara,Private room
38753752,"2 Bed / 2 Bath Apt Large 1100 sq ft , Central AC",San Jose,Entire home/apt
38761776,Private Cottage nearby SCU/SanJoseDowntown/Airport,San Jose,Entire home/apt
38762154,"Private room - 3, Near Apple and Santana Raw",Santa Clara,Private room
38800492,Private 1 bed (2 rooms) unit,San Jose,Entire home/apt
38802137,Cozy little house in a country type setting,Unincorporated Areas,Entire home/apt
38830329,Lovely 1B1B condo with patio near downtown MTV,Mountain View,Entire home/apt
38841389,Beautiful Home In The Heart of Silicon Valley,Campbell,Entire home/apt
38875672,Modern 5-Star Oasis - Prime Location in MV(#179),Mountain View,Entire home/apt
38883605,M&J@5B3B/High speed Wi-Fi/yard for kid/Cisco | 668,San Jose,Entire home/apt
38901034,Downtown Cute and Cozy 1 bedroom Studio,San Jose,Entire home/apt
38901276,Mega Master Suite:2 King Beds:Best for 1-4 Guests,San Jose,Private room
38904840,"Updated Cambrian! w/ in unit W/D, AC, Parking",San Jose,Entire home/apt
38905518,New & Private Guesthouse! Gated w/ AC+W/D+Parking,Unincorporated Areas,Entire home/apt
38907081,Amazing apartment in the heart of San Jose!,Unincorporated Areas,Entire home/apt
38908798,M&J @ 5B3B/High speed Wi-Fi/family/business | 855,San Jose,Entire home/apt
38930537,😇Clean Quiet studio/private entrance Santana row,San Jose,Entire home/apt
38936976,Great location to Santa Clara technology parks!,Santa Clara,Private room
39004674,Large Bay Window Private Bedroom near Apple HQ,Santa Clara,Private room
39009623,Super  4BR/2BA/Private/Comfy/Quiet/Convenient,Santa Clara,Entire home/apt
39054666,Luxurious Cottage in a Gated Estate~ Upscale Area.,Saratoga,Entire home/apt
39176642,Large 2B 2.5B Paved Yard 2Parkings,Santa Clara,Entire home/apt
39182719,Victory Device Lewis 7,Santa Clara,Entire home/apt
39229162,2 Master BR/2 Baths entire house in San Jose,San Jose,Entire home/apt
39238089,Charming 2B House/Spacious/Family Friendly/Quiet,Santa Clara,Entire home/apt
39323494,Cozy Master Bedroom with a Private Bathroom,Sunnyvale,Private room
39364647,Brand new furnished room near High tech,Mountain View,Private room
39446201,"Designer Studio in San Jose, private bath",San Jose,Entire home/apt
39465844,Serene Garden Cottage: Walk to downtown WillowGlen,San Jose,Entire home/apt
39486852,Santana Row Properties #5 - Silicon Valley Getaway,San Jose,Entire home/apt
39488729,10251 | Executive 2B1B | Convention Center | Yard,San Jose,Entire home/apt
39533010,Light-filled apartment in heart of Palo Alto,Palo Alto,Entire home/apt
39563218,Dharma Residence,San Jose,Private room
39590906,Renovated private suite 1Ba 1Br with seprate entry,Sunnyvale,Entire home/apt
39655427,Modern 2bd/2ba near Santana Row: Parking+W/D+AC,San Jose,Entire home/apt
39673045,"Separate Entrance, Private New Suite + Bath+ Patio",Saratoga,Private room
39732029,"Backyard Guesthouse.Private Entrance,2 BR,Kitchen.",Unincorporated Areas,Entire home/apt
39761163,#37/Cozy Private space Near San Jose Downtown,San Jose,Shared room
39773174,"Hotel Vue, Two Queen Superior",Mountain View,Private room
39782681,Cozy Private room@ near TESLA,Milpitas,Private room
39784191,Two beds Big Master Room (5) close Tesla,Milpitas,Private room
39784984,Private bedroom (2) @ near Tesla,Milpitas,Private room
39795975,B-Silicon Valley - Butterfly Room,Los Altos Hills,Private room
39801056,10255 | Grandhouse 4B3B | Downtown San Jose,San Jose,Entire home/apt
39803793,Cozy Luxury West San Jose / Cupertino Apartment,San Jose,Entire home/apt
39844550,Peaceful Palo Alto garden retreat,Palo Alto,Entire home/apt
39864836,⭐️On Santana Row! NEW Entire Condo! Self-check-in✅,San Jose,Entire home/apt
39870107,Santana Row Properties #4 - Silicon Valley Getaway,San Jose,Entire home/apt
39896094,Bright Cheerful Room near downtown San Jose,San Jose,Private room
39937491,"Great Bay Area Home, 12 Mi to Downtown San Jose!",Sunnyvale,Entire home/apt
39945523,Near dwtn Rose Garden~SAP~Airport~Free Parking,San Jose,Entire home/apt
39960034,Private Studio Apartment with private entrance.,Palo Alto,Entire home/apt
39965033,"Blueground | DT Mountain View, pool, gym, patio",Mountain View,Entire home/apt
39965488,Room to stay while away for business or school,San Jose,Private room
39970954,Private Entrance and Walking to Apple Park,Sunnyvale,Entire home/apt
39984987,High-End Lakeview Guest Cottage in Los Gatos,Unincorporated Areas,Entire home/apt
40013869,Cozy Studio with Private Entrance and Parking,San Jose,Entire home/apt
40015624,Atrium Eichler in heart of Palo Alto - 5BR/3BA,Palo Alto,Entire home/apt
40034926,Comfortable Stay With Private Entrance,San Jose,Entire home/apt
40034981,San Jose Private Guest Suite (close to everything),San Jose,Private room
40039801,Master Room,San Jose,Private room
40041292,Silicon Valley San Jose Private studio,San Jose,Entire home/apt
40044815,Luxury Carbon-Neutral Home With Pool,Campbell,Entire home/apt
40089812,Enjoy Bay Area of love,San Jose,Private room
40136012,Spacious remodeled home close to all the best of San Jose!,San Jose,Entire home/apt
40213260,The Valley @ your Finger Tips,Palo Alto,Entire home/apt
40239981,Charming House in San Jose Evergreen 5Br/3Bt 8Bed,San Jose,Entire home/apt
40259860,Bright & Beautiful 2/1 Bath @ San Jose,San Jose,Entire home/apt
40279670,"*Newly Remodeled ""Private"" 1 Bdrm Apt-Silicon Vly*",San Jose,Entire home/apt
40329714,Catalina Tiny House in the heart of Silicon Valley,Santa Clara,Entire home/apt
40344542,2616 - Downtown Mtn View Cozy 2BD Renovated Apt,Mountain View,Entire home/apt
40346926,26111 - Mtn View Downtown Cozy 1BD Renovated Apt,Mountain View,Entire home/apt
40372584,Private Room 1 (Queen Bed),Los Altos,Private room
40408141,*private pet friendly furnished Condo- San Jose,San Jose,Entire home/apt
40409473,Luxury stay near Oakridge Mall for vacation/work,San Jose,Entire home/apt
40443419,"Blueground | Garden Alameda, gym, pool",San Jose,Entire home/apt
40472837,The Cottage on Roaring Water,Unincorporated Areas,Entire home/apt
40474548,Private bedroom&bathroom,San Jose,Private room
40474892,Co-Living #4~travelers on tight budget~interns,Sunnyvale,Private room
40505606,The Rose Garden Retreat,San Jose,Entire home/apt
40537228,Luxury & NEW 3BR 3BA Modern Retreat,Palo Alto,Entire home/apt
40562266,"Gorgeous  & Serene 4 BR Home  in San Jose, CA",San Jose,Entire home/apt
40608911,Entire beautiful guesthouse centrally located,San Jose,Entire home/apt
40621474,Co-Living #3~private room~queen bed~G00gl shuttle,Sunnyvale,Private room
40634957,NO SMOKE ，PET NO DRUGS！Goose down comforter Room,San Jose,Private room
40639788,Iconic Victorian House in the heart of Palo Alto,Palo Alto,Entire home/apt
40679055,1 hour away from San Francisco and Carmel,Morgan Hill,Private room
40704256,Wonderful apartment in the heart of San Jose,Unincorporated Areas,Entire home/apt
40725960,Modern farmhouse cottage in Silicon Valley,Los Altos,Entire home/apt
